,discoverymethod,st_spectype,pl_bmassj,pl_orbper,hostname,pl_radj
2242,Transit,,0.0098,9.18186,Kepler-1001,0.141
2243,Transit,,0.114,179.612,Kepler-103,0.459
2244,Transit,,0.062,11.427548,Kepler-104,0.277
2245,Transit,,0.0171,10.13202575,Kepler-1042,0.195
2246,Transit,,0.0233,4.30655689,Kepler-1054,0.235
2247,Transit,,0.0211,2.57302,K2-61,0.221
2248,Transit,,0.0455,25.4556,K2-63,0.348
2249,Transit,,0.00982,12.6475,K2-65,0.141
2250,Transit,,0.00705,2.54307286,Kepler-1098,0.116
2251,Transit,,0.00283,22.804,Kepler-128,0.12
2252,Transit,,0.00444,4.79028459,Kepler-1117,0.099
2253,Transit,,0.00642,2.29503623,Kepler-1055,0.11
2254,Transit,,0.01104,3.1800218,Kepler-107,0.137
2255,Transit,,0.0197,6.1799844,Kepler-1071,0.212
2256,Transit,,0.0261,42.3004954,Kepler-1113,0.251
2257,Transit,,0.022,41.6977827,Kepler-1116,0.227
2258,Transit,,0.00993,3.53232449,Kepler-1131,0.142
2259,Transit,,0.0255,18.311,K2-75,0.247
2260,Transit,,1.9,8.199796,K2-77,0.205
2261,Transit,,0.0415,10.99573,K2-79,0.329
2262,Transit,K3 V,0.0394,10.35239,K2-8,0.319
2263,Transit,B9.5-A0,2.88,1.4811235,KELT-9,1.891
2264,Transit,,0.025,38.6715075,Kepler-1118,0.244
2265,Transit,,0.00819,7.56127224,Kepler-1303,0.127
2266,Transit,,0.00284,4.52158888,Kepler-1328,0.087
2267,Transit,,0.0136,16.29595382,Kepler-1306,0.17
2268,Transit,M1 V,0.00104,5.774464,Kepler-125,0.066
2269,Transit,,0.00714,5.72717226,Kepler-1254,0.117
2270,Transit,,0.0193,2.940309,Kepler-172,0.21
2271,Transit,,0.0204,8.005777,Kepler-173,0.217
2272,Transit,,0.0171,247.35373,Kepler-174,0.195
2273,Transit,,0.0275,9.576694,Kepler-178,0.259
2274,Transit,,0.0272,20.552802,Kepler-178,0.257
2275,Transit,,0.054,7.64159,Kepler-18,0.49
2276,Transit,M0 V,0.0363,43.595792,Kepler-159,0.304
2277,Transit,,0.333,228.776,Kepler-16,0.754
2278,Transit,,0.0175,114.34219,Kepler-1609,0.198
2279,Transit,,0.00869,10.8118737,Kepler-1622,0.131
2280,Transit,,0.028,20.303005,Kepler-184,0.176
2281,Transit,,0.112,11.637071,Kepler-183,0.203
2282,Transit,,0.00742,9.939632,Kepler-191,0.12
2283,Transit,,0.00909,2.092281,Kepler-194,0.135
2284,Transit,,0.02,52.814973,Kepler-194,0.214
2285,Transit,,0.017,10.349695,Kepler-197,0.11
2286,Transit,,0.01447,7.1262,Kepler-105,0.117
2287,Transit,,0.00879,3.619337,Kepler-218,0.132
2288,Transit,,0.0315,44.699576,Kepler-218,0.28
2289,Transit,,0.0283,4.585512,Kepler-219,0.263
2290,Transit,,0.0093,1.31184443,Kepler-198,0.136
2291,Transit,G5 V,0.113,289.8623,Kepler-22,0.212
2292,Transit,,0.00201,6.10960324,Kepler-1637,0.079
2293,Transit,,0.00328,6.76284377,Kepler-1616,0.091
2294,Transit,,0.04012,10.85409089,Kepler-20,0.272
2295,Transit,,0.00733,45.902733,Kepler-220,0.119
2296,Transit,,0.02328,7.38449,Kepler-223,0.267
2297,Transit,,0.01605,9.84564,Kepler-223,0.307
2298,Transit,,0.0186,5.34264507,Kepler-1643,0.205
2299,Transit,,0.012,16.1779561,Kepler-1645,0.159
2300,Transit,,0.045,19.57758478,Kepler-20,0.089
2301,Transit,,0.0128,16.282493,Kepler-202,0.165
2302,Transit,,0.0348,40.806231,Kepler-264,0.297
2303,Transit,,0.0115,1.55400393,Kepler-166,0.154
2304,Transit,K4,0.00949,7.406114,Kepler-167,0.138
2305,Transit,,0.0102,2.46236,Kepler-213,0.145
2306,Transit,,0.0396,51.078775,Kepler-278,0.32
2307,Transit,,0.00849,2.139542,Kepler-280,0.129
2308,Transit,,0.0264,140.101261,Kepler-264,0.252
2309,Transit,,0.0244,22.064,Kepler-1677,0.241
2310,Transit,,0.0155,9.75376,Kepler-1679,0.185
2311,Transit,,0.00761,8.77424,Kepler-1680,0.121
2312,Transit,M1 V,0.111,10.065275,Kepler-231,0.154
2313,Transit,,0.0245,60.418955,Kepler-233,0.242
2314,Transit,,0.00695,12.0999,Kepler-1693,0.115
2315,Transit,,0.0261,65.9409,Kepler-1696,0.251
2316,Transit,,0.0151,19.72567,Kepler-223,0.41
2317,Transit,,0.00859,4.425391,Kepler-168,0.13
2318,Transit,,0.0204,8.472382,Kepler-233,0.217
2319,Transit,M0 V,0.0153,20.060548,Kepler-235,0.183
2320,Transit,,0.0191,4.166972,Kepler-171,0.209
2321,Transit,,0.0149,20.729042,Kepler-185,0.18
2322,Transit,G5 V,0.5,1047.8356,Kepler-1654,0.819
2323,Transit,,0.15291,31.578659,Kepler-1656,0.448
2324,Transit,,0.00696,4.263742,Kepler-173,0.115
2325,Transit,,0.0227,17.308032,Kepler-194,0.231
2326,Transit,K,0.05349,175.06,Kepler-1661,0.345
2327,Transit,,0.0297,14.3868,Kepler-1664,0.271
2328,Transit,,0.0273,25.8476,Kepler-1666,0.257
2329,Transit,,0.0289,83.5781,Kepler-1667,0.266
2330,Transit,F6 IV,0.01598,2.78578,Kepler-21,0.146
2331,Transit,,0.534,23.654,Kepler-238,0.5
2332,Transit,,0.0223,11.903515,Kepler-175,0.228
2333,Transit,,0.0308,34.035257,Kepler-175,0.277
2334,Transit,,0.00829,5.433074,Kepler-176,0.128
2335,Transit,,0.0415,28.081912,Kepler-222,0.329
2336,Transit,,1.6,12.3335,Kepler-24,0.25
2337,Transit,,0.019,12.718092,Kepler-241,0.208
2338,Transit,,0.00899,13.817124,Kepler-180,0.134
2339,Transit,,0.0226,9.825792,Kepler-182,0.23
2340,Transit,,0.00733,4.790936,Kepler-251,0.119
2341,Transit,,0.00606,10.399931,Kepler-189,0.108
2342,Transit,,0.0258,21.2234,Kepler-192,0.249
2343,Transit,,0.00328,6.47027579,Kepler-192,0.091
2344,Transit,,0.0252,50.697494,Kepler-193,0.245
2345,Transit,,0.00889,4.83817712,Kepler-1582,0.133
2346,Transit,,0.00049,9.32807355,Kepler-1583,0.054
2347,Transit,,0.00377,2.94654179,Kepler-1597,0.095
2348,Transit,,0.00982,186.404271,Kepler-1633,0.141
2349,Transit,,0.0324,374.876239,Kepler-1634,0.285
2350,Transit,,0.0405,469.63111,Kepler-1635,0.325
2351,Transit,,0.0267,151.884058,Kepler-201,0.254
2352,Transit,,0.0104,4.069427,Kepler-202,0.145
2353,Transit,,0.0218,14.400974,Kepler-204,0.226
2354,Transit,,0.00972,1.611865,Kepler-207,0.14
2355,Transit,K7 V,0.0336,44.851896,Kepler-287,0.291
2356,Transit,,0.013,66.0634,Kepler-289,0.239
2357,Transit,,0.01573,10.33974,Kepler-29,0.227
2358,Transit,M1 V,0.00588,6.738975,Kepler-225,0.107
2359,Transit,,0.0214,47.14840805,Kepler-1521,0.223
2360,Transit,,0.0221,138.9442,Kepler-1535,0.227
2361,Transit,,0.00403,85.7565495,Kepler-1605,0.096
2362,Transit,,0.00588,27.4785572,Kepler-1617,0.107
2363,Transit,,5.28,217.83184,Kepler-1514,1.108
2364,Transit,,0.00546,10.514181,Kepler-1514,0.105
2365,Transit,,0.0198,88.255055,Kepler-152,0.213
2366,Transit,,0.0641,160.129918,Kepler-1527,0.426
2367,Transit,,0.0263,175.138819,Kepler-1538,0.252
2368,Transit,,0.0012,3.87595807,Kepler-1629,0.069
2369,Transit,,0.00364,7.810937,Kepler-163,0.094
2370,Transit,M0 V,0.0166,10.848463,Kepler-252,0.192
2371,Transit,,0.00114,23.6225913,Kepler-1619,0.068
2372,Transit,,0.0238,6.6513802,Kepler-1642,0.237
2373,Transit,,0.00394,1.2107,Kepler-1698,0.096
2374,Transit,,0.26,7.930592,Kepler-170,0.285
2375,Transit,,0.0101,18.5012,Kepler-1702,0.143
2376,Transit,,0.0223,11.463462,Kepler-171,0.228
2377,Transit,,0.0244,163.692349,Kepler-1545,0.241
2378,Transit,,0.021,184.771853,Kepler-1552,0.22
2379,Transit,,0.0093,3.74032496,Kepler-1557,0.136
2380,Transit,,0.00077,3.50470358,Kepler-1558,0.061
2381,Transit,,0.00705,20.925392,Kepler-1568,0.116
2382,Transit,,0.00724,1.732342,Kepler-157,0.118
2383,Transit,K,0.00012,3.6001053,Kepler-444,0.036
2384,Transit,K,0.00025,4.5458841,Kepler-444,0.044
2385,Transit,,,3.26869515,Kepler-490,1.039
2386,Transit,,0.0256,29.88485741,Kepler-531,0.248
2387,Transit,M1 V,0.37,12.0717249,Kepler-54,0.11
2388,Transit,,0.00951,4.617534,Kepler-55,0.138
2389,Transit,,0.0563,8.60010411,Kepler-550,0.394
2390,Transit,,0.0178,11.72292176,Kepler-556,0.2
2391,Transit,,0.0195,29.00790538,Kepler-558,0.211
2392,Transit,,0.0105,25.30889748,Kepler-508,0.146
2393,Transit,,0.0641,4.28686431,Kepler-502,0.426
2394,Transit,,0.00705,3.56809693,Kepler-507,0.116
2395,Transit,,0.023,6.988055,Kepler-339,0.103
2396,Transit,,0.0111,8.01041,Kepler-341,0.152
2397,Transit,,0.013,85.312,Kepler-51,0.803
2398,Transit,,0.024,130.194,Kepler-51,0.865
2399,Transit,,0.00859,19.96371318,Kepler-515,0.13
2400,Transit,,0.0232,26.85328322,Kepler-977,0.234
2401,Transit,,0.0354,5.08005848,Kepler-541,0.3
2402,Transit,,0.0384,25.563222,Kepler-359,0.315
2403,Transit,,0.01205,13.86825,Kepler-36,0.134
2404,Transit,,0.0239,60.92832271,Kepler-517,0.238
2405,Transit,,0.0157,19.78297415,Kepler-528,0.186
2406,Transit,,0.0239,11.55102504,Kepler-980,0.238
2407,Transit,,0.0113,18.47764449,Kepler-560,0.153
2408,Transit,M0 V,8.7,7.8773565,Kepler-52,0.187
2409,Transit,,0.0258,2.10472218,Kepler-586,0.249
2410,Transit,,0.0198,2.82019241,Kepler-592,0.213
2411,Transit,,0.013,1.98035766,Kepler-529,0.166
2412,Transit,,0.0158,8.114379,Kepler-691,0.186
2413,Transit,,0.00993,12.162701,Kepler-382,0.142
2414,Transit,,0.00982,25.193458,Kepler-386,0.141
2415,Transit,,0.03335,81.73778,Kepler-538,0.198
2416,Transit,,0.108,127.9075774,Kepler-603,0.58
2417,Transit,,0.011,1.20846503,Kepler-619,0.151
2418,Transit,K2 V,0.03,5.714932,Kepler-62,0.117
2419,Transit,K2 V,0.013,12.4417,Kepler-62,0.048
2420,Transit,,0.0078,7.2385854,Kepler-629,0.123
2421,Transit,,0.0166,18.42794624,Kepler-566,0.192
2422,Transit,,0.056,88.505,Kepler-396,0.473
2423,Transit,,0.123,4.14702026,Kepler-546,0.624
2424,Transit,,0.0475,6.01038429,Kepler-547,0.357
2425,Transit,,0.00993,10.198545,Kepler-55,0.142
2426,Transit Timing Variations,K2 V,0.03398,31.509728,Kepler-411,0.293
2427,Transit,G3 V,0.941,1.7208604,Kepler-412,1.341
2428,Transit Timing Variations,,0.377,4.176,Kepler-415,0.108
2429,Transit,,0.017,13.64618192,Kepler-594,0.194
2430,Transit,,0.00899,3.70175428,Kepler-598,0.134
2431,Transit,,0.01318,7.1334,Kepler-60,0.153
2432,Transit,,2.82,5.33408384,Kepler-433,1.45
2433,Transit,,0.0164,66.65062,Kepler-437,0.19
2434,Transit,,0.013,101.11141,Kepler-440,0.17
2435,Transit,,0.00742,112.3053,Kepler-442,0.12
2436,Transit,,0.378,9.4341505,Kepler-63,0.545
2437,Transit,,0.0174,30.99660733,Kepler-632,0.197
2438,Transit,,0.0343,151.86392,Kepler-610,0.294
2439,Transit,,0.0184,15.77979614,Kepler-613,0.204
2440,Transit,,0.0198,14.03491514,Kepler-614,0.213
2441,Transit,,0.0162,21.41616926,Kepler-544,0.189
2442,Transit,,0.0207,4.301662,Kepler-570,0.219
2443,Transit,,0.0241,5.35016198,Kepler-561,0.239
2444,Transit,,0.018,11.02347475,Kepler-568,0.202
2445,Transit,,0.0159,3.27582262,Kepler-645,0.187
2446,Transit,K,0.00104,9.740486,Kepler-444,0.066
2447,Transit,,0.01905,10.57,Kepler-454,0.21
2448,Transit,,0.0195,13.02365861,Kepler-597,0.211
2449,Transit,,0.0134,5.37886844,Kepler-601,0.17
2450,Transit,,0.0214,17.671796,Kepler-659,0.223
2451,Transit,,0.02,4.49876092,Kepler-666,0.214
2452,Transit,,0.0632,41.43962808,Kepler-667,0.422
2453,Transit,,0.01211,8.9187,Kepler-60,0.17
2454,Transit,,0.0275,23.67517607,Kepler-600,0.259
2455,Transit,,0.0352,6.52121067,Kepler-609,0.299
2456,Transit,,0.0179,24.99324193,Kepler-467,0.201
2457,Transit,,117.0,5.01423457,Kepler-471,1.335
2458,Transit,,0.0147,1.6168837,Kepler-578,0.178
2459,Transit,,0.0147,9.66857723,Kepler-579,0.178
2460,Transit,,0.0224,8.22241966,Kepler-580,0.229
2461,Transit,,0.0322,161.4743937,Kepler-630,0.284
2462,Transit,,0.0126,6.07972888,Kepler-638,0.163
2463,Transit,,0.017,21.67697486,Kepler-662,0.194
2464,Transit,,0.0229,16.01310205,Kepler-665,0.232
2465,Transit,K2 V,0.044,18.16406,Kepler-62,0.174
2466,Transit,,0.0319,5.4042722,Kepler-619,0.282
2467,Transit,,0.0317,3.1739171,Kepler-644,0.281
2468,Transit,,0.0786,6.57531678,Kepler-677,0.48
2469,Transit,,0.0233,4.22162536,Kepler-588,0.235
2470,Transit,,0.0383,20.50586978,Kepler-687,0.314
2471,Transit,,0.216,3.89593684,Kepler-688,0.871
2472,Transit,,0.00993,9.54927542,Kepler-504,0.142
2473,Transit,,0.00696,1.772419,Kepler-312,0.115
2474,Transit,,0.0275,5.960392,Kepler-314,0.259
2475,Transit,,0.043,96.101141,Kepler-315,0.336
2476,Transit,,0.00377,2.240508,Kepler-316,0.095
2477,Transit,,0.00771,17.934937,Kepler-320,0.122
2478,Radial Velocity,M3.0 V,0.04185,14.4399,LSPM J2116+0234,0.331
2479,Transit,,0.00264,14.425281,Kepler-399,0.086
2480,Transit,,0.00624,4.028751,Kepler-402,0.109
2481,Transit,,0.0078,8.921099,Kepler-402,0.123
2482,Transit,,0.00859,11.242861,Kepler-402,0.13
2483,Transit,,0.02,2.42629,Kepler-406,0.128
2484,Radial Velocity,,12.6,3000.0,Kepler-407,1.1
2485,Transit,,0.0492,14.55731705,Kepler-473,0.364
2486,Transit,,0.04597,9.67395,Kepler-48,0.242
2487,Transit,M1 V,0.01,2.576549,Kepler-49,0.143
2488,Transit Timing Variations,G2 V,2.4,1000.0,Kepler-539,1.18
2489,Transit,,2.111,3.5484657,Kepler-5,1.426
2490,Transit,K1 V,0.25,3.79701816,Kepler-425,0.978
2491,Transit,K1 V,1.27,3.52563254,Kepler-428,1.08
2492,Transit,,0.0147,12.8345022,Kepler-529,0.178
2493,Transit,,15.74,38.5583038,Kepler-53,0.283
2494,Transit,,0.0226,8.5083244,Kepler-500,0.23
2495,Transit,,0.0213,41.74600392,Kepler-509,0.222
2496,Transit,,0.0113,5.65179605,Kepler-514,0.153
2497,Transit,,0.0159,24.3078946,Kepler-519,0.187
2498,Transit,,18.41,18.6489525,Kepler-53,0.258
2499,Transit,,0.0162,9.751962,Kepler-53,0.189
2500,Microlensing,,0.01,,MOA-2007-BLG-192L,0.146
2501,Transit,G7 V,0.09225,0.792052,LTT 9779,0.421
2502,Microlensing,K,4.1,,MOA-2008-BLG-379L,1.16
2503,Transit,,0.0179,15.7738221,Kepler-982,0.201
2504,Transit,,0.0162,43.0342272,Kepler-984,0.189
2505,Transit,,0.0229,9.91723428,Kepler-990,0.232
2506,Microlensing,,11.0,,MOA-2010-BLG-073L,1.11
2507,Microlensing,,0.09,,MOA-2011-BLG-028L,0.535
2508,Transit,G,0.208,7.532806,NGTS-12,1.048
2509,Transit,G6 V,2.38,1.6753728,NGTS-3 A,1.48
2510,Transit,K2 V,0.229,3.3569866,NGTS-5,1.136
2511,Microlensing,K V,2.6,,OGLE-2003-BLG-235L,1.18
2512,Microlensing,,0.27,4927.5,OGLE-2006-BLG-109L,0.994
2513,Transit,,0.81,3.91405,Lupus-TR-3,0.89
2514,Microlensing,,0.053,,MOA-2011-BLG-262L,0.383
2515,Microlensing,,0.212,,MOA-2009-BLG-319L,0.86
2516,Microlensing,,0.6,,MOA-bin-29,1.26
2517,Transit,,0.041,11.5231,Kepler-95,0.305
2518,Transit,,0.188,98.7180406,Kepler-950,0.801
2519,Microlensing,K5,0.0444,,OGLE-2005-BLG-169L,0.343
2520,Microlensing,,2.73,,OGLE-2012-BLG-0406L,1.18
2521,Microlensing,M V,0.11,,OGLE-2012-BLG-0950L,0.585
2522,Microlensing,,4.1,,OGLE-2016-BLG-0263L,1.16
2523,Microlensing,,13.38,1224.0,OGLE-2016-BLG-1190L,1.1
2524,Radial Velocity,F9 V,0.46,4.087,NGC 2682 YBP 401,1.27
2525,Microlensing,,0.401,,OGLE-2017-BLG-0373L,1.25
2526,Microlensing,,0.0125,,OGLE-2018-BLG-0677L,0.162
2527,Radial Velocity,,7.79,4850.0,Pr0211,1.12
2528,Transit,,0.0224,9.27358194,Kepler-660,0.229
2529,Transit,,3.8,4.2,SWEEPS-4,0.81
2530,Transit,,0.06481,1.3373508,NGTS-4,0.284
2531,Microlensing,,3.8,,OGLE-2005-BLG-071L,1.16
2532,Microlensing,,0.19,,OGLE-2011-BLG-0173L,0.804
2533,Microlensing,M,0.53,,OGLE-2011-BLG-0251L,1.27
2534,Microlensing,,0.04383,,OGLE-2018-BLG-0596L,0.34
2535,Microlensing,,0.029,,TCP J05074264+2447555,0.266
2536,Transit,,0.0155,34.1731714,Kepler-969,0.185
2537,Transit,,0.00972,4.19449651,Kepler-974,0.14
2538,Transit,,0.019,4.60358,Kepler-99,0.132
2539,Radial Velocity,M5.5 V,0.004,11.186,Proxima Cen,0.096
2540,Imaging,K3 IV,6.0,,TYC 8998-760-1,1.1
2541,Microlensing,,0.51,,OGLE-2017-BLG-0604L,1.27
2542,Microlensing,,4.8,547.5,MOA-2011-BLG-293L,1.15
2543,Transit,K1 V,6.1,1.8053564,Qatar-4,1.135
2544,Transit,G0 V,0.371,3.71495,Qatar-8,1.285
2545,Transit,,0.02174,3.444729,TOI-1235,0.155
2546,Transit,F8 V,2.9,4.43527,NGTS-9,1.07
2547,Microlensing,,0.75,,OGLE-2017-BLG-1522L,1.25
2548,Transit,G8 V,0.07048,2.1097019,TOI-132,0.305
2549,Eclipse Timing Variations,WD,2.3,2883.5,NN Ser,1.19
2550,Transit,,0.851,10.180249,TOI-1478,1.06
2551,Transit,,0.99,5.331751,TOI-1601,1.239
2552,Transit,K5 V,3.15,3.0927616,WASP-10,1.08
2553,Radial Velocity,M4,0.0044,9.8658,Ross 128,0.099
2554,Transit,M0,0.08426,3.49151,TOI-1728,0.451
2555,Microlensing,,0.39,,OGLE-2012-BLG-0563L,1.21
2556,Transit,,1.0,4.93777,TOI-251,0.244
2557,Microlensing,,2.7,,OGLE-2013-BLG-1761L,1.18
2558,Imaging,M0,9.0,,ROXs 42 B,1.12
2559,Microlensing,,0.43,,OGLE-2016-BLG-1067L,1.28
2560,Transit,G0 V,1.49,2.47063,TrES-2,1.36
2561,Transit,G4 V,1.91,1.30618581,TrES-3,1.336
2562,Transit,,0.09439,17.089,TOI-216,0.686
2563,Transit,M2 V,0.00348,9.97702,TOI-700,0.093
2564,Transit,G9 V,0.0376,25.62,TOI-561,0.226
2565,Microlensing,,0.433,,OGLE-2015-BLG-1771L,1.28
2566,Transit,,6.33,3.4095675,TOI-628,1.06
2567,Microlensing,,4.18,,OGLE-2016-BLG-0613L AB,1.16
2568,Transit,,0.88,5.0037775,TOI-640,1.771
2569,Microlensing,,0.41,,OGLE-2017-BLG-0406L,1.27
2570,Transit,,0.667,3.739494,TOI-905,1.171
2571,Transit,,0.174,3.6849729,TOI-954,0.852
2572,Microlensing,,2.8,,OGLE-2018-BLG-1011L,1.18
2573,Transit,,0.00422,12.35294,TRAPPIST-1,0.101
2574,Transit,G,0.02932,12.2737,TOI-763,0.235
2575,Transit,M1 V,0.01259,8.24661,TOI-776,0.165
2576,Transit,M1 V,0.01668,15.6653,TOI-776,0.18
2577,Transit,G6,1.23,11.55098,WASP-130,0.89
2578,Transit,M2.5V,0.00692,5.35882,LTT 1445 A,0.123
2579,Transit,,0.0303,6.02930132,Kepler-661,0.274
2580,Transit,F,0.95,10.62656,TOI-892,1.07
2581,Transit,,0.00434,2.4218233,TRAPPIST-1,0.094
2582,Radial Velocity,,0.54,4.4264,Pr0201,1.27
2583,Eclipse Timing Variations,,7.7,1916.25,UZ For,
2584,Transit,,0.0255,16.73652231,Kepler-970,0.247
2585,Imaging,,,,LkCa 15,
2586,Transit,,0.0198,8.0472642,Kepler-897,0.213
2587,Transit,,0.0078,6.93366476,Kepler-923,0.123
2588,Transit,,0.0303,61.0370117,Kepler-924,0.274
2589,Transit,,0.0191,33.8678531,Kepler-925,0.209
2590,Transit,,0.00993,3.9324613,Kepler-928,0.142
2591,Transit,A8,3.7,2.14878,MASCARA-1,1.5
2592,Transit,A7 V,3.1,2.82406,MASCARA-4,1.53
2593,Transit,G5 V,1.265,2.6556777,WASP-85 A,1.24
2594,Transit,K3,1.34,2.798581,WASP-91,1.03
2595,Transit,G8 IV/V,0.03203,35.747,EPIC 249893012,0.352
2596,Radial Velocity,M1,0.11327,7600.0,GJ 15 A,0.595
2597,Transit,M4.5 V,0.00522,1.628931,GJ 1132,0.101
2598,Radial Velocity,M4.5 V,0.02328,3.6511,GJ 1265,0.234
2599,Transit,,0.0131,15.0337,Kepler-1683,0.167
2600,Transit,F8 V,3.44,6.87188,WASP-38,1.23
2601,Transit,,0.0194,44.6169557,Kepler-1345,0.211
2602,Imaging,B9 IV,13.616,,kap And,1.1
2603,Radial Velocity,G8 III,1.7,277.02,ome Ser,1.2
2604,Radial Velocity,G0 V,1.53,3117.0,psi 1 Dra B,1.21
2605,Radial Velocity,K2 III,20.6,305.5,tau Gem,1.08
2606,Radial Velocity,M3.5,0.00909,18.6498,GJ 273,0.135
2607,Radial Velocity,M,0.0214,25.63058,GJ 163,0.223
2608,Imaging,A5V,11.0,7665.0,bet Pic,1.65
2609,Radial Velocity,K0,1.5,187.83,omi CrB,1.21
2610,Radial Velocity,F7 V,5.95,3.3124568,tau Boo,1.14
2611,Transit,G5,1.58,1.6284279,WASP-5,1.087
2612,Radial Velocity,M1.5 V,0.008,39.026,GJ 667 C,0.129
2613,Radial Velocity,,16.35,2840.0,WASP-53,
2614,Radial Velocity,M0,0.01315,5.974,GJ 3138,0.167
2615,Radial Velocity,M4.0,0.05213,13.352,GJ 4276,0.377
2616,Radial Velocity,K7 V,0.02391,50.8,GJ 414 A,0.235
2617,Radial Velocity,M1.5,0.328,598.3,GJ 649,1.11
2618,Radial Velocity,M1.5 V,0.018,7.2004,GJ 667 C,0.199
2619,Radial Velocity,M1.5 V,0.012,28.14,GJ 667 C,0.158
2620,Radial Velocity,M1.5 V,0.008,62.24,GJ 667 C,0.129
2621,Transit,K1 V,0.018,5.1134,CoRoT-24,0.33
2622,Transit,,0.43,4.61442,WASP-67,1.15
2623,Transit,K5,0.29,3.86814,WASP-69,1.11
2624,Transit,G4,0.59,3.7130203,WASP-70 A,1.164
2625,Radial Velocity,M3 V,0.0053,3.149,GJ 581,0.104
2626,Radial Velocity,M4.5 V,0.22528,767.887,GJ 9066,0.892
2627,Imaging,M3,11.3,,GU Psc,1.265
2628,Transit,K4,0.084,4.88780244,HAT-P-11,0.389
2629,Transit,G0 V,0.525,4.46529976,HAT-P-1,1.319
2630,Transit,G5,0.569,3.65281514,HAT-P-25,1.135
2631,Transit,F6,0.42,4.954,WASP-88,1.46
2632,Transit,K3,5.9,3.3564227,WASP-89,1.04
2633,Radial Velocity,K4,2.3,3407.0,HAT-P-11,1.19
2634,Transit,K2,0.197,5.508023,HAT-P-18,0.995
2635,Transit,,0.582,3.5852467,HAT-P-55,1.182
2636,Transit,G8,0.48,3.4252602,WASP-96,1.2
2637,Transit,K2 V,1.12,1.0187068,WTS-2,1.363
2638,Radial Velocity,,1.37,120.8,XO-2 S,1.21
2639,Radial Velocity,M4.5,0.00308,3.06008,YZ Cet,0.089
2640,Transit,G0,1.34,1.21288,HAT-P-23,1.09
2641,Transit,K1,0.07,4.23452,HAT-P-26,0.63
2642,Transit,K,0.65,2.8997,HAT-P-3,0.94
2643,Transit,F7,0.83,2.8106,HAT-P-30,1.44
2644,Transit,G5 V,1.8482,1.32734683,HAT-P-36,1.277
2645,Transit,,0.352,4.301219,HAT-P-44,1.242
2646,Transit,G V,1.9795,0.83784,HATS-18,1.329
2647,Transit,F7,0.749,3.92281072,HAT-P-9,1.393
2648,Radial Velocity,F5,14.2,1634.0,HD 8673,1.1
2649,Transit,,0.493,4.463129,HAT-P-46,1.284
2650,Transit,F,2.2,2.69155,HAT-P-49,1.59
2651,Transit,G,0.98,2.78849,HAT-P-5,1.21
2652,Transit,K1,0.818,2.7535953,HAT-P-52,1.009
2653,Transit,,0.526,3.312846,HATS-10,0.969
2654,Radial Velocity,K1 III,7.1,269.3,4 UMa,1.13
2655,Radial Velocity,G0 V,2.53,1078.0,47 UMa,1.18
2656,Radial Velocity,K0 IV,2.01,934.3,6 Lyn,1.19
2657,Imaging,K5e,17.0,,CT Cha,2.2
2658,Transit,F3 V,21.66,4.2568,CoRoT-3,1.01
2659,Radial Velocity,G8V,0.1714,44.3989,55 Cnc,0.76
2660,Radial Velocity,K0 III,3.2,181.4,91 Aqr,1.17
2661,Transit,G,0.07,41.6855,BD+20 594,0.23
2662,Radial Velocity,K0 III,0.91,392.6,BD+48 738,1.24
2663,Radial Velocity,K0,1.6,2590.0,BD+49 828,1.21
2664,Radial Velocity,K7V,0.04836,74.2,BD-11 4672,0.36
2665,Transit,G5 V,0.535,5.35227,CoRoT-16,1.17
2666,Transit,G2 V,4.3,9.24285,CoRoT-20,0.84
2667,Transit,F9 V,2.96,8.886593,CoRoT-6,1.166
2668,Transit,G9 V,0.01283,0.85359163,CoRoT-7,0.15
2669,Transit,G8,1.272,1.7554137,WASP-104,1.137
2670,Transit,K2,1.8,7.87288,WASP-105,0.96
2671,Transit,,1.51,5.215357,WASP-136,1.38
2672,Transit,G1,0.31,4.533471,WASP-151,1.13
2673,Transit,K3,0.128,3.836169,WASP-156,0.51
2674,Transit,G3 V,0.84,95.272656,CoRoT-9,1.066
2675,Eclipse Timing Variations,,12.0293,4098.1,DE CVn,1.1
2676,Transit,G6 V,1.3,8.138268,DS Tuc A,0.509
2677,Transit,G0 VI,0.15,6.71837,CoRoTID 223977153,0.57
2678,Transit,,0.0102,5.29711,EPIC 206042996,0.145
2679,Transit,,2.49,5.4060425,WASP-161,1.143
2680,Transit,,1.87,1.6096884,WASP-163,1.202
2681,Transit,F8,0.84,2.052868,WASP-142,1.53
2682,Transit,K2 V,0.89,1.7690381,WASP-145 A,0.9
2683,Transit,F7,0.54,3.7521,WASP-15,1.41
2684,Transit,G0,0.39,3.332609,WASP-153,1.55
2685,Transit,,0.00295,1.6829346,Kepler-969,0.088
2686,Transit,,1.071,2.7667641,HATS-14,1.039
2687,Transit,G4,0.275,4.60273,WASP-147,1.115
2688,Radial Velocity,G,0.4,34.516,WASP-148,1.25
2689,Transit,G2,0.299,4.5195064,WASP-181,1.184
2690,Transit,F6 IV-V,1.0,5.367753,WASP-190,1.15
2691,Transit,,0.44,3.76483,WASP-25,1.07
2692,Transit,K2 V,0.964,3.126089,WASP-45,0.946
2693,Transit,,0.96,4.9546416,WASP-7,1.33
